,Age,Gender,Education Level,Job Title,Years of Experience,Salary
1543,33.0,Male,Master's Degree,Full Stack Engineer,6.0,130000.0
1545,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0
1546,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0
1547,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0
1549,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1550,31.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0
1553,51.0,Male,PhD,Software Engineer Manager,16.0,190000.0
1556,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
1557,27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0
1558,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
1559,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
1560,31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0
1561,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0
1564,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0
1567,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
1568,31.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0
1569,43.0,Male,PhD,Software Engineer Manager,13.0,180000.0
1571,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
1572,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
1573,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0
1574,40.0,Male,PhD,Senior Software Engineer,12.0,160000.0
1575,36.0,Male,Master's Degree,Senior Software Engineer,8.0,140000.0
1576,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1579,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0
1580,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
1581,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1583,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0
1584,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
1586,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1587,31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0
1589,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
1591,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
1592,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0
1593,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0
1594,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1596,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1597,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0
1598,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
1599,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1601,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0
1602,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0
1603,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
1605,31.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0
1606,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1607,36.0,Male,Master's Degree,Senior Software Engineer,8.0,140000.0
1609,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
1610,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
1611,31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0
1612,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0
1615,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
1616,27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0
1617,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
1618,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
1619,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0
1620,40.0,Male,PhD,Senior Software Engineer,12.0,160000.0
1621,36.0,Male,Master's Degree,Senior Software Engineer,8.0,140000.0
1622,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1625,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0
1626,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
1627,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1629,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0
1630,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
1632,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1633,31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0
1635,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
1637,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
1638,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0
1639,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0
1640,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1642,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1643,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0
1644,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
1645,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1647,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0
1648,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0
1651,41.0,Female,PhD,Software Engineer Manager,14.0,180000.0
1652,33.0,Male,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
1653,42.0,Male,PhD,Senior Software Engineer,12.0,170000.0
1655,55.0,Male,PhD,Software Engineer Manager,18.0,210000.0
1657,47.0,Male,PhD,Senior Project Engineer,16.0,190000.0
1658,44.0,Female,PhD,Software Engineer Manager,11.0,165000.0
1659,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0
1660,39.0,Female,Master's Degree,Senior Software Engineer,11.0,160000.0
1662,50.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1664,46.0,Male,PhD,Senior Project Engineer,14.0,180000.0
1666,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
1669,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0
1670,35.0,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000.0
1671,41.0,Male,PhD,Senior Project Engineer,13.0,185000.0
1672,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0
1674,55.0,Male,PhD,Software Engineer Manager,18.0,210000.0
1676,47.0,Male,PhD,Senior Project Engineer,16.0,190000.0
1677,44.0,Female,PhD,Software Engineer Manager,11.0,165000.0
1678,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0
1679,39.0,Female,Master's Degree,Senior Software Engineer,11.0,160000.0
1681,50.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1683,46.0,Male,PhD,Senior Project Engineer,14.0,180000.0
1685,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
1688,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0
1689,35.0,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000.0
1690,41.0,Male,PhD,Senior Project Engineer,13.0,185000.0
1691,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0
1693,55.0,Male,PhD,Software Engineer Manager,18.0,210000.0
1695,47.0,Male,PhD,Senior Project Engineer,16.0,190000.0
1696,44.0,Female,PhD,Software Engineer Manager,11.0,165000.0
1697,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0
1698,39.0,Female,Master's Degree,Senior Software Engineer,11.0,160000.0
1700,50.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1702,46.0,Male,PhD,Senior Project Engineer,14.0,180000.0
1704,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
1707,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0
1708,35.0,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000.0
1709,41.0,Male,PhD,Senior Project Engineer,13.0,185000.0
1710,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0
1712,55.0,Male,PhD,Software Engineer Manager,18.0,210000.0
1714,47.0,Male,PhD,Senior Project Engineer,16.0,190000.0
1715,44.0,Female,PhD,Software Engineer Manager,11.0,165000.0
1716,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0
1717,39.0,Female,Master's Degree,Senior Software Engineer,11.0,160000.0
1719,50.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1721,46.0,Male,PhD,Senior Project Engineer,14.0,180000.0
1723,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
1726,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0
1727,35.0,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000.0
1728,41.0,Male,PhD,Senior Project Engineer,13.0,185000.0
1729,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0
1731,55.0,Male,PhD,Software Engineer Manager,18.0,210000.0
1733,47.0,Male,PhD,Senior Project Engineer,16.0,190000.0
1734,44.0,Female,PhD,Software Engineer Manager,11.0,165000.0
1735,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0
1736,39.0,Female,Master's Degree,Senior Software Engineer,11.0,160000.0
1738,50.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1740,46.0,Male,PhD,Senior Project Engineer,14.0,180000.0
1742,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
1745,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0
1746,35.0,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000.0
1747,41.0,Male,PhD,Senior Project Engineer,13.0,185000.0
1748,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0
1750,55.0,Male,PhD,Software Engineer Manager,18.0,210000.0
1752,47.0,Male,PhD,Senior Project Engineer,16.0,190000.0
1753,44.0,Female,PhD,Software Engineer Manager,11.0,165000.0
1754,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0
1755,39.0,Female,Master's Degree,Senior Software Engineer,11.0,160000.0
1757,50.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1759,46.0,Male,PhD,Senior Project Engineer,14.0,180000.0
1761,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
1764,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0
1765,35.0,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000.0
1766,41.0,Male,PhD,Senior Project Engineer,13.0,185000.0
1767,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0
1769,55.0,Male,PhD,Software Engineer Manager,18.0,210000.0
1771,42.0,Female,Master's Degree,Software Engineer Manager,13.0,170000.0
1773,51.0,Male,PhD,Senior Project Engineer,19.0,200000.0
1774,34.0,Female,Master's Degree,Full Stack Engineer,7.0,130000.0
1775,38.0,Male,Bachelor's Degree,Software Engineer Manager,11.0,155000.0
1777,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
1779,48.0,Male,PhD,Software Engineer Manager,16.0,185000.0
1780,35.0,Female,Bachelor's Degree,Full Stack Engineer,8.0,145000.0
1782,50.0,Male,PhD,Senior Project Engineer,18.0,195000.0
1784,41.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0
1785,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
1786,45.0,Male,PhD,Senior Project Engineer,16.0,185000.0
1788,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
1790,46.0,Male,PhD,Senior Project Engineer,15.0,180000.0
1792,42.0,Male,PhD,Software Engineer Manager,14.0,190000.0
1793,31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
1794,49.0,Female,PhD,Senior Project Engineer,17.0,195000.0
1796,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
1797,45.0,Male,PhD,Software Engineer Manager,16.0,185000.0
1799,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
1801,46.0,Male,PhD,Senior Project Engineer,15.0,180000.0
1803,42.0,Male,PhD,Software Engineer Manager,14.0,190000.0
1804,31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
1805,49.0,Female,PhD,Senior Project Engineer,17.0,195000.0
1807,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
1808,45.0,Male,PhD,Software Engineer Manager,16.0,185000.0
1810,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
1812,46.0,Male,PhD,Senior Project Engineer,15.0,180000.0
1814,42.0,Male,PhD,Software Engineer Manager,14.0,190000.0
1815,31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
1816,49.0,Female,PhD,Senior Project Engineer,17.0,195000.0
1818,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
1819,45.0,Male,PhD,Software Engineer Manager,16.0,185000.0
1821,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
1823,46.0,Male,PhD,Senior Project Engineer,15.0,180000.0
1825,42.0,Male,PhD,Software Engineer Manager,14.0,190000.0
1826,31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
1827,49.0,Female,PhD,Senior Project Engineer,17.0,195000.0
1829,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
1830,45.0,Male,PhD,Software Engineer Manager,16.0,185000.0
1832,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
1834,46.0,Male,PhD,Senior Project Engineer,15.0,180000.0
1836,42.0,Male,PhD,Software Engineer Manager,14.0,190000.0
1837,31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
1838,49.0,Female,PhD,Senior Project Engineer,17.0,195000.0
1840,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
1841,45.0,Male,PhD,Software Engineer Manager,16.0,185000.0
1843,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
1845,46.0,Male,PhD,Senior Project Engineer,15.0,180000.0
1847,42.0,Male,PhD,Software Engineer Manager,14.0,190000.0
1848,31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
1849,49.0,Female,PhD,Senior Project Engineer,17.0,195000.0
1851,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
1852,45.0,Male,PhD,Software Engineer Manager,16.0,185000.0
1854,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
1856,46.0,Male,PhD,Senior Project Engineer,15.0,180000.0
1858,42.0,Male,PhD,Software Engineer Manager,14.0,190000.0
1859,31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
1860,49.0,Female,PhD,Senior Project Engineer,17.0,195000.0
1862,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
1863,45.0,Male,PhD,Software Engineer Manager,16.0,185000.0
1865,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
1867,46.0,Male,PhD,Senior Project Engineer,15.0,180000.0
1869,42.0,Male,PhD,Software Engineer Manager,14.0,190000.0
1870,31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
1871,49.0,Female,PhD,Senior Project Engineer,17.0,195000.0
1873,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
1874,45.0,Male,PhD,Software Engineer Manager,16.0,185000.0
1876,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
1878,46.0,Male,PhD,Senior Project Engineer,15.0,180000.0
1880,42.0,Male,PhD,Software Engineer Manager,14.0,190000.0
1881,31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
1882,49.0,Female,PhD,Senior Project Engineer,17.0,195000.0
1884,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
1885,45.0,Male,PhD,Software Engineer Manager,16.0,185000.0
1887,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
1889,46.0,Male,PhD,Senior Project Engineer,15.0,180000.0
1892,40.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
1894,50.0,Male,PhD,Senior Project Engineer,18.0,195000.0
1895,33.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0
1896,37.0,Male,Bachelor's Degree,Software Engineer Manager,10.0,150000.0
1898,44.0,Female,PhD,Senior Project Engineer,14.0,190000.0
1900,47.0,Male,PhD,Software Engineer Manager,16.0,185000.0
1901,34.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
1903,51.0,Male,PhD,Senior Project Engineer,19.0,200000.0
1905,42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0
1906,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
1907,45.0,Male,PhD,Senior Project Engineer,16.0,185000.0
1909,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
1911,49.0,Male,PhD,Senior Project Engineer,17.0,195000.0
1912,32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0
1913,36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
1915,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
1917,46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
1918,33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
1920,50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
1922,42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0
1923,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
1924,45.0,Male,PhD,Senior Project Engineer,16.0,185000.0
1926,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
1928,49.0,Male,PhD,Senior Project Engineer,17.0,195000.0
1929,32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0
1930,36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
1932,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
1934,46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
1935,33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
1937,50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
1939,42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0
1940,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
1941,45.0,Male,PhD,Senior Project Engineer,16.0,185000.0
1943,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
1945,49.0,Male,PhD,Senior Project Engineer,17.0,195000.0
1946,32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0
1947,36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
1949,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
1951,46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
1952,33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
1954,50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
1956,42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0
1957,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
1958,45.0,Male,PhD,Senior Project Engineer,16.0,185000.0
1960,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
1962,49.0,Male,PhD,Senior Project Engineer,17.0,195000.0
1963,32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0
1964,36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
1966,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
1968,46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
1969,33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
1971,50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
1973,42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0
1974,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
1975,45.0,Male,PhD,Senior Project Engineer,16.0,185000.0
1977,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
1979,49.0,Male,PhD,Senior Project Engineer,17.0,195000.0
1980,32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0
1981,36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
1983,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
1985,46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
1986,33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
1988,50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
1990,42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0
1991,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
1992,45.0,Male,PhD,Senior Project Engineer,16.0,185000.0
1994,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
1996,49.0,Male,PhD,Senior Project Engineer,17.0,195000.0
1997,32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0
1998,36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
2000,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
2002,46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
2003,33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
2005,50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
2007,42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0
2008,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
2009,45.0,Male,PhD,Senior Project Engineer,16.0,185000.0
2013,37.0,Male,Master's Degree,Software Engineer Manager,10.0,150000.0
2015,50.0,Male,PhD,Senior Project Engineer,18.0,195000.0
2016,32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0
2017,36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
2019,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
2021,46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
2022,33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
2024,50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
2026,42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0
2027,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
2028,45.0,Male,PhD,Senior Project Engineer,16.0,185000.0
2030,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
2032,49.0,Male,PhD,Senior Project Engineer,17.0,195000.0
2033,32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0
2034,36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
2036,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
2038,46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
2039,33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
2041,50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
2043,42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0
2044,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
2045,45.0,Male,PhD,Senior Project Engineer,16.0,185000.0
2047,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
2049,49.0,Male,PhD,Senior Project Engineer,17.0,195000.0
2050,32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0
2051,36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
2053,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
2055,46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
2056,33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
2058,50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
2060,42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0
2061,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
2062,45.0,Male,PhD,Senior Project Engineer,16.0,185000.0
2064,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
2066,49.0,Male,PhD,Senior Project Engineer,17.0,195000.0
2067,32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0
2068,36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
2070,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
2072,46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
2073,33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
2075,50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
2077,42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0
2078,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
2079,45.0,Male,PhD,Senior Project Engineer,16.0,185000.0
2081,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
2083,49.0,Male,PhD,Senior Project Engineer,17.0,195000.0
2084,32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0
2085,36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
2087,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
2089,46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
2090,33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
2092,50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
2094,42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0
2095,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
2096,45.0,Male,PhD,Senior Project Engineer,16.0,185000.0
2098,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
2100,49.0,Male,PhD,Senior Project Engineer,17.0,195000.0
2101,32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0
2102,36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
2104,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
2106,46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
2107,33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
2109,50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
2111,42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0
2112,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
2113,45.0,Male,PhD,Senior Project Engineer,16.0,185000.0
2115,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
2117,49.0,Male,PhD,Senior Project Engineer,17.0,195000.0
2118,32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0
2119,36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
2121,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
2123,46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
2124,33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
2126,50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
2128,42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0
2129,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
2130,45.0,Male,PhD,Senior Project Engineer,16.0,185000.0
2132,31.0,Male,Master's Degree,Software Engineer Manager,8.0,130000.0
2134,43.0,Male,PhD,Senior Project Engineer,15.0,180000.0
2135,35.0,Female,Master's Degree,Full Stack Engineer,8.0,140000.0
2136,42.0,Male,Bachelor's Degree,Software Engineer Manager,12.0,160000.0
2138,44.0,Female,PhD,Senior Project Engineer,16.0,190000.0
2140,48.0,Male,PhD,Software Engineer Manager,18.0,200000.0
2141,30.0,Female,Bachelor's Degree,Full Stack Engineer,5.0,100000.0
2143,37.0,Female,Bachelor's Degree,Software Engineer Manager,11.0,170000.0
2145,49.0,Female,PhD,Senior Project Engineer,19.0,210000.0
2146,29.0,Male,Bachelor's Degree,Full Stack Engineer,4.0,90000.0
2147,41.0,Male,Master's Degree,Software Engineer Manager,14.0,180000.0
2149,37.0,Male,Master's Degree,Software Engineer Manager,10.0,150000.0
2151,50.0,Male,PhD,Senior Project Engineer,18.0,195000.0
2152,32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0
2153,36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
2155,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
2157,46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
2158,33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
